Quarters,Knowledge,Motivation,Consideration,Action,Habit,Label
105,235,198,72,68,5,"Informative-all, No-expansion, Implemented"
106,235,198,71,69,5,"Informative-all, No-expansion, Implemented"
107,235,198,71,69,5,"Informative-all, No-expansion, Implemented"
108,235,198,71,69,5,"Informative-all, No-expansion, Implemented"
1,221,217,97,40,0,"Informative-all, No-expansion, Implemented"
2,221,217,92,45,0,"Informative-all, No-expansion, Implemented"
3,221,217,89,48,0,"Informative-all, No-expansion, Implemented"
4,221,217,86,51,0,"Informative-all, No-expansion, Implemented"
5,221,217,86,51,0,"Informative-all, No-expansion, Implemented"
6,221,217,86,51,0,"Informative-all, No-expansion, Implemented"
7,221,217,84,53,0,"Informative-all, No-expansion, Implemented"
8,221,217,84,53,0,"Informative-all, No-expansion, Implemented"
9,221,217,81,56,0,"Informative-all, No-expansion, Implemented"
10,221,217,81,56,0,"Informative-all, No-expansion, Implemented"
11,221,217,81,56,0,"Informative-all, No-expansion, Implemented"
12,221,217,81,56,0,"Informative-all, No-expansion, Implemented"
13,221,217,80,57,0,"Informative-all, No-expansion, Implemented"
14,221,217,79,58,0,"Informative-all, No-expansion, Implemented"
15,221,217,79,58,0,"Informative-all, No-expansion, Implemented"
16,221,217,79,58,0,"Informative-all, No-expansion, Implemented"
17,221,217,78,59,0,"Informative-all, No-expansion, Implemented"
18,221,217,78,59,0,"Informative-all, No-expansion, Implemented"
19,221,217,78,59,0,"Informative-all, No-expansion, Implemented"
20,221,217,78,59,0,"Informative-all, No-expansion, Implemented"
21,221,217,78,59,0,"Informative-all, No-expansion, Implemented"
22,221,217,78,59,0,"Informative-all, No-expansion, Implemented"
23,221,217,78,59,0,"Informative-all, No-expansion, Implemented"
24,221,217,77,60,0,"Informative-all, No-expansion, Implemented"
25,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
26,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
27,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
28,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
29,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
30,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
31,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
32,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
33,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
34,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
35,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
36,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
37,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
38,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
39,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
40,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
41,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
42,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
43,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
44,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
45,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
46,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
47,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
48,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
49,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
50,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
51,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
52,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
53,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
54,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
55,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
56,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
57,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
58,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
59,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
60,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
61,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
62,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
63,221,217,76,68,7,"Informative-all, No-expansion, Implemented"
64,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
65,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
66,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
67,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
68,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
69,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
70,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
71,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
72,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
73,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
74,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
75,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
76,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
77,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
78,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
79,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
80,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
81,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
82,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
83,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
84,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
85,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
86,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
87,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
88,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
89,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
90,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
91,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
92,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
93,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
94,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
95,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
96,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
97,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
98,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
99,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
100,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
101,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
102,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
103,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
104,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
105,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
106,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
107,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
108,221,217,75,69,7,"Informative-all, No-expansion, Implemented"
1,220,239,65,39,0,"Informative-all, No-expansion, Implemented"
2,220,239,64,40,0,"Informative-all, No-expansion, Implemented"
3,220,239,64,40,0,"Informative-all, No-expansion, Implemented"
4,220,239,63,41,0,"Informative-all, No-expansion, Implemented"
5,220,239,63,41,0,"Informative-all, No-expansion, Implemented"
6,220,239,62,42,0,"Informative-all, No-expansion, Implemented"
7,220,239,61,43,0,"Informative-all, No-expansion, Implemented"
8,220,239,61,43,0,"Informative-all, No-expansion, Implemented"
9,220,239,61,43,0,"Informative-all, No-expansion, Implemented"
10,220,239,61,43,0,"Informative-all, No-expansion, Implemented"
11,220,239,61,43,0,"Informative-all, No-expansion, Implemented"
12,220,239,61,43,0,"Informative-all, No-expansion, Implemented"
13,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
14,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
15,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
16,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
17,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
18,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
19,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
20,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
21,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
22,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
23,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
24,220,239,60,44,0,"Informative-all, No-expansion, Implemented"
25,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
26,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
27,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
28,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
29,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
30,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
31,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
32,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
33,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
34,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
35,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
36,220,239,57,52,8,"Informative-all, No-expansion, Implemented"
37,220,239,56,53,8,"Informative-all, No-expansion, Implemented"
38,220,239,56,53,8,"Informative-all, No-expansion, Implemented"
39,220,239,56,53,8,"Informative-all, No-expansion, Implemented"
40,220,239,56,53,8,"Informative-all, No-expansion, Implemented"
41,220,239,56,53,8,"Informative-all, No-expansion, Implemented"
42,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
43,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
44,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
45,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
46,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
47,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
48,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
49,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
50,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
51,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
52,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
53,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
54,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
55,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
56,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
57,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
58,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
59,220,239,55,54,8,"Informative-all, No-expansion, Implemented"
60,220,239,54,55,8,"Informative-all, No-expansion, Implemented"
61,220,239,54,55,8,"Informative-all, No-expansion, Implemented"
62,220,239,54,55,8,"Informative-all, No-expansion, Implemented"
63,220,239,54,55,8,"Informative-all, No-expansion, Implemented"
64,220,239,54,55,8,"Informative-all, No-expansion, Implemented"
65,220,239,54,55,8,"Informative-all, No-expansion, Implemented"
66,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
67,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
68,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
69,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
70,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
71,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
72,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
73,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
74,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
75,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
76,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
77,220,239,53,56,8,"Informative-all, No-expansion, Implemented"
78,220,239,52,57,8,"Informative-all, No-expansion, Implemented"
79,220,239,52,57,8,"Informative-all, No-expansion, Implemented"
80,220,239,52,57,8,"Informative-all, No-expansion, Implemented"
81,220,239,52,57,8,"Informative-all, No-expansion, Implemented"
82,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
83,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
84,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
85,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
86,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
87,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
88,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
89,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
90,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
91,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
92,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
93,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
94,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
95,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
96,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
97,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
98,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
99,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
100,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
101,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
102,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
103,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
104,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
105,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
106,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
107,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
108,220,239,51,58,8,"Informative-all, No-expansion, Implemented"
